Customer ID,Time on App,Time on Website,Length of Membership,Yearly Amount Spent
71,12.22893471,36.15719115,4.694322274,595.8228367
72,10.67465347,38.00658318,3.401522345,418.1500811
73,12.81711309,37.03153922,3.8515788,534.7771881
74,13.58780608,38.26035344,3.258112883,578.2416051
75,12.23805735,38.73086174,3.120568915,478.7193569
76,11.55182117,36.62883429,2.837943164,444.2859075
77,11.43337993,35.89243163,4.470282584,544.7798637
78,10.88956686,38.21257083,4.442054329,488.7860611
79,11.92884209,36.91463331,3.164943995,475.7590678
80,12.59567131,39.60037647,3.751734552,489.812488
81,10.94725858,35.88399439,3.159754444,462.8976362
82,13.89808199,37.05891282,4.130562809,596.4301726
83,10.87555955,37.78114256,1.914089924,338.3198626
84,10.3380727,36.15725594,4.396651901,533.5149353
85,11.63466822,36.18253928,5.113319475,536.7718994
86,12.51766629,37.15192066,2.669941624,487.379306
87,10.60772387,36.81909551,3.366463743,473.7289665
88,12.8288934,36.95161668,4.571213024,547.1259317
89,12.06881608,36.1050005,3.917451119,505.1133435
90,12.53035737,37.8752191,2.476139051,449.0703194
91,13.5162843,36.77312349,4.125584363,611.0000251
92,11.66226343,36.05024078,3.997255378,515.8288149
93,13.66474788,37.72438616,1.36267408,439.0747667
94,11.83023109,36.6338567,4.193324636,514.0889577
95,13.29114305,38.63362565,3.8710034,543.3401663
96,11.94234087,38.06341359,4.081802695,521.1429518
97,13.34991294,37.82739423,4.252006106,614.7153338
98,12.02011209,39.07440021,3.911708668,507.3900618
99,12.08409173,35.89035796,3.021671822,495.2994425
100,13.41075918,35.99048895,3.184618662,518.064558
101,11.28193107,37.38531755,2.877224878,390.103273
102,11.44890154,37.58019043,2.586967985,420.7376732
103,12.59542035,36.2620318,2.969640227,492.1050524
104,10.99422392,38.07445242,3.428859904,410.0696111
105,13.08550576,35.84582711,2.926940235,497.5136833
106,12.19047429,36.15246209,3.781823039,494.5518611
107,10.71914974,37.71250864,3.004742536,378.3309069
108,12.93155027,38.16643556,3.854473856,570.4517259
109,13.45212896,38.50300885,3.318822279,549.0082269
110,12.14937549,37.32533422,3.361814624,459.2851235
111,12.17833133,37.71598618,3.722561173,492.9450531
112,11.01048213,38.41504158,3.54354705,424.7626355
113,11.60253219,37.30968877,2.789461516,422.4267759
114,12.73221159,35.60082055,5.485976734,642.1015787
115,11.22336889,37.69230086,2.594189721,413.3717831
116,12.01102188,36.70105232,2.753424169,479.2310929
117,11.7259101,35.9990993,5.004820577,593.0772413
118,12.08930957,38.3099079,3.873337569,506.5473071
119,13.06863858,37.54052036,3.798725319,571.3074949
120,12.85499037,35.00748226,3.292797663,576.3111774
121,11.56402237,37.67321037,4.716104987,576.8025474
122,11.1133299,37.38794554,4.01872661,514.2395207
123,12.80988347,36.54966799,3.63770128,495.1759504
124,11.76117233,37.57016384,3.834169667,514.3365583
125,12.57989417,37.09326487,4.531986607,541.226584
126,11.95792306,36.63465233,4.106055152,516.8315567
127,10.65179378,37.14600653,3.218265385,468.4457372
128,12.75207661,36.71413784,3.283663455,548.2803202
129,11.54083244,37.52642103,2.924020725,431.6177338
130,11.92439492,37.24503247,3.905250309,552.9403455
131,12.42413041,38.94882503,4.920318406,573.3062223
132,11.81058676,37.41413357,2.473596121,452.627255
133,12.75916898,36.59911235,4.131276648,542.7115581
134,11.85189083,37.42454792,1.767730708,407.8040306
135,12.70368793,36.10091445,2.724108202,482.3535703
136,12.21525242,36.59436168,3.89711586,529.2300901
137,11.281445,36.49440648,2.491671541,433.0487691
138,10.73536292,37.45837473,3.863425442,476.1914133
139,10.96313178,37.32728269,3.5786339,439.9978799
140,11.73509455,36.59937399,3.958892264,448.9332932
141,12.41896198,35.97765171,3.25174177,472.9922467
142,10.53730754,35.7305524,3.914384667,463.923513
143,11.9192424,39.29404346,1.443515075,350.0582002
144,11.91141556,38.2747022,2.910037917,460.0612774
145,12.488067,36.51838359,3.345570976,505.7711403
146,12.38069498,37.23200331,3.089527782,463.4849954
147,10.48050683,37.33866962,4.514122441,479.7319376
148,12.29651768,36.95155521,1.825884669,424.1854943
149,10.8616042,36.58443762,3.993656513,465.8893127
150,10.71635514,38.30720401,2.652158305,426.775216
151,12.38718417,37.4311591,6.401228838,684.163431
152,10.98483589,37.39649748,5.391275125,555.8925954
153,12.96576148,36.9663889,6.076653638,657.0199239
154,12.05026723,36.95964319,3.864860739,595.8038189
155,13.45772494,37.23880567,2.941410754,503.9783791
156,12.44304789,37.32784804,5.084861309,586.1558702
157,12.20729849,33.91384725,6.922689335,744.2218671
158,11.58631953,39.09462703,3.60439856,512.8253581
159,11.37808709,38.30447119,3.78493211,528.2238094
160,12.3643416,38.03910939,3.309182328,468.9135013
161,12.39943608,35.01280603,0.968622116,357.5914394
162,12.54248105,38.3113649,3.768561963,536.4231045
163,13.28043224,36.93615938,3.585160635,490.2066
164,11.79588668,37.65861691,4.520353377,550.0475806
165,12.71803917,37.66110668,3.6758488,513.4505712
166,12.03964784,38.92408705,2.873007509,497.81193
167,12.47445545,35.03785616,4.055775962,578.9862586
168,13.16002004,36.40774745,3.015175299,506.5363931
169,11.05232365,37.63300942,4.717102513,501.7492333
170,10.63676108,37.57883524,2.926396449,421.9667942
171,13.44340599,36.87831537,2.361086947,439.8912805
172,13.28303287,35.90729843,4.968742674,666.1255917
173,11.7477317,36.93988205,0.80151572,298.7620079
174,10.85960853,38.83567008,3.669225611,465.1766233
175,11.69168613,37.48091198,1.715777167,373.8857237
176,11.54876144,38.57651555,4.773503047,532.7174857
177,11.72400223,36.81385766,4.087837273,554.900783
178,12.17857308,35.67425603,4.13175504,537.7731625
179,12.31984506,37.81915511,3.442799202,501.1002452
180,11.08436084,37.95968432,4.72402744,517.1651356
181,13.17777453,38.85604171,3.230973843,557.5292736
182,12.83280284,37.67924462,2.972271382,493.719193
183,11.509048,37.25305774,3.182329732,452.1226251
184,11.85766344,36.08693433,4.806349619,577.273455
185,12.29336584,37.0646212,3.620364988,485.9231305
186,10.93325228,36.54550623,3.261324745,425.745092
187,13.33283928,37.96439033,3.597459969,537.2150527
188,10.90255623,36.09424195,4.789201624,524.6379646
189,12.27698171,38.23260623,3.316464745,478.8853913
190,12.03880824,37.63529941,4.632460946,612.3852299
191,11.72447386,37.1531516,3.308443001,476.7667242
192,11.2026699,35.49396408,4.01598664,505.1196375
193,13.37806333,36.33780003,4.369366794,545.9454921
194,11.38861262,37.90913872,2.566639844,434.0216998
195,10.77107406,37.27863979,3.519032434,424.675281
196,11.81857176,37.10203133,1.503854421,352.5501082
197,13.80879868,37.42676892,5.039955264,662.9610878
198,11.65983284,37.28139283,4.478712608,560.5601606
199,13.10010954,35.90772143,3.361612985,467.5019004
200,13.06789568,36.67822227,1.920715478,504.8704324
201,12.49432293,36.04545942,4.330714462,590.5627196
202,11.34003593,37.03951365,3.811248171,443.9656268
203,11.19966096,38.6887091,3.088763958,392.4973992
204,11.33248778,35.4598628,4.541695257,568.7175759
205,13.9194944,37.95201319,5.066696864,712.3963268
206,11.03135834,38.25297827,3.107468683,413.2959992
207,11.08458409,36.77601658,4.746989703,562.0820454
208,10.54264542,35.5338635,3.09182687,412.0129313
209,11.79779551,37.7773658,3.195625776,468.6684656
210,12.44261655,38.13171203,3.850279639,496.5540816
211,12.10454243,36.05964598,3.97452248,548.5185293
212,12.37849022,38.76429717,3.843848921,536.1308969
213,13.72245368,35.77311639,2.90900846,558.4272572
214,12.72590932,36.5446641,1.139093538,357.8637186
215,13.6851189,34.89198327,2.685284836,529.0566632
216,10.01258337,38.35495987,3.108911449,387.3570727
217,11.43553387,36.22355746,4.852842407,528.9336186
218,12.35460708,37.12234521,2.307552421,420.9161595
219,10.74853366,35.73870747,4.835528667,496.9334463
220,11.59187167,37.7436197,3.678589399,519.3729768
221,11.23650676,37.67502073,5.254708926,591.4377356
222,11.10945633,38.58585476,3.89289148,502.4097853
223,12.11494496,36.28872395,4.389455226,604.3348401
224,11.86648121,37.71777057,4.003325039,555.0683941
225,10.25654903,36.14390846,0.789519908,256.6705823
226,12.16859647,37.07361617,4.403369831,547.1109824
227,13.08535689,37.6056528,2.64859677,461.9208769
228,13.01337563,36.65127792,2.367848224,458.3769107
229,10.98397673,37.95148946,3.050712973,436.2834981
230,13.10515852,35.57484167,3.641497162,532.9352188
231,12.14474854,37.25803146,3.397363093,512.5525344
232,13.90991551,37.79223754,4.297686524,630.4227632
233,11.39520943,37.33281446,3.803364999,463.7459811
234,13.03356618,37.07679516,2.633419989,493.1802162
235,11.62277717,35.96889569,3.634093727,501.2091727
236,12.6007504,37.37011822,3.467014066,501.9282649
237,13.18791099,37.06708997,1.494310895,376.3369008
238,13.26676035,36.9711951,2.267251114,421.3266313
239,11.75234317,38.57360523,5.023934201,538.7749335
240,11.56811634,36.90937821,2.47175067,398.1634685
241,12.63857212,36.09722093,4.297737482,571.4710341
242,11.38864458,39.08156475,2.436958876,451.6286105
243,11.8229833,36.94612578,3.656983927,490.6004425
244,12.72567737,35.96566746,5.000243361,591.7810894
245,11.20115977,37.68933698,2.412830961,409.0704721
246,11.34726361,36.32365247,5.314354141,563.4460357
247,14.22097911,37.52319665,4.077775098,647.6194557
248,11.54627576,36.94795369,3.275070681,448.340425
249,11.91763618,36.84473382,3.634996006,518.7864831
250,12.27605698,37.19279353,3.982471513,523.6339351
251,10.13171246,34.84561239,3.287701824,393.857371
252,12.02694222,36.13389429,2.313349885,426.1545477
253,13.1722875,36.19975347,3.557813698,503.3878873
254,12.32629139,36.67387836,3.350279288,482.6024673
255,13.89131342,39.22071295,2.907094935,524.7976276
256,12.93092854,36.3602472,3.792711955,574.6548434
257,11.37925718,36.63610412,4.029453828,574.7472197
258,14.06938234,38.99332245,4.978475793,660.4251843
259,10.80489056,37.37276215,2.699562055,375.3984554
260,14.42649105,37.3741835,3.930615327,640.18774
261,13.04124459,36.65520808,3.456233824,514.0098178
262,11.7397438,36.85481082,2.18201697,376.4968407
263,12.49105874,38.23894085,2.709526627,484.5198091
264,12.89237451,36.5273883,4.594116865,614.7296376
265,11.66886651,37.34126616,4.25698329,567.4750105
266,11.77777204,37.97982686,3.784273087,554.0030934
267,12.13879388,36.85388246,1.623419609,399.9838716
268,12.22296745,36.82275323,3.41450624,479.1728515
269,13.4023319,37.29204471,3.606086889,585.9318443
270,12.95627661,38.65509454,3.275733705,540.9957391
271,12.88412462,36.22604169,5.007271987,628.0478039
272,13.3254691,36.76860309,3.371258113,582.4919237
273,12.15858523,36.57513378,5.453969475,640.7861664
274,11.22654566,35.66993517,3.755869389,446.4186734
275,12.46113544,37.74560774,4.664258497,570.6300981
276,9.846124909,36.87631323,3.806670949,423.3083341
277,13.32541219,36.89729461,5.049927475,616.660286
278,13.67724584,37.7446997,2.871947536,530.3624689
279,11.64496955,37.02687697,3.236732814,442.3631174
280,13.48500899,37.55088041,3.086337272,511.97986
281,11.62099651,38.41946853,4.559699083,560.4437922
282,13.01445915,37.78903635,3.010209778,475.2634237
283,11.46698422,35.67572763,1.809229592,374.2696745
284,11.68490419,38.7170763,3.5942951,463.591418
285,12.09396636,36.62077386,3.049195744,471.6028844
286,14.32565494,35.72182733,3.634340224,626.0186727
287,12.91484663,39.06886445,1.482359644,432.4720613
288,9.82440177,35.74277913,2.921350141,356.6155679
289,12.80775183,38.55103029,1.810079876,467.4278485
290,13.05827793,37.26387556,3.373104674,503.2173931
291,10.5345535,37.03479129,2.214797519,378.4735664
292,11.14343308,35.94639915,5.454463278,584.2183135
293,10.98280553,34.81063145,3.201801722,451.7278633
294,11.15396605,37.24032955,4.729484542,557.634109
295,11.94717532,36.19083324,3.205529765,432.7207178
296,11.470565,37.06168877,3.802511439,506.42386
297,11.03785041,38.61733445,4.116340467,510.1598173
298,11.1673569,35.62658733,5.462500764,587.5747995
299,11.56293625,35.97656497,1.481616627,282.4712457
300,12.22772828,36.98591348,3.771420132,473.9498574
301,13.18681287,38.0669296,2.898299578,489.9080531
302,13.39445179,37.80697767,3.569046516,541.9722038
303,11.85139874,36.92504304,1.084585303,266.0863409
304,12.26650384,36.57503098,3.023474446,494.6871558
305,13.45922229,36.33952101,5.566384892,689.7876042
306,11.79297182,36.25781912,2.39516813,387.5347163
307,10.98574015,37.36839124,3.504833486,441.8966315
308,12.63755716,36.51708576,5.226687713,604.8413188
309,8.508152176,35.46240008,1.838210702,302.1895478
310,11.65659203,36.54860515,3.363411394,479.6148117
311,11.96689808,36.54759628,2.957448757,506.1323424
312,11.80298578,36.31576315,2.083814192,319.9288698
313,12.67740144,35.62253059,3.680847338,528.309225
314,13.03253498,37.87095205,4.693732058,610.1280331
315,12.44761745,37.53453024,4.008352235,584.105885
316,12.23565925,37.27757338,2.532044062,466.4211988
317,10.97316208,36.60950715,2.87098691,404.8245289
318,13.66576979,36.90022076,3.515688256,564.790969
319,13.39112018,37.19419105,4.069916619,596.516698
320,12.96832561,38.29611037,1.200483857,368.6547849
321,12.96889313,37.33310742,3.229450904,542.4124767
322,10.73213134,36.14579171,4.086566338,478.2621264
323,10.95235338,37.64629179,4.019470352,473.3604956
324,12.60888879,37.22939452,4.20590389,559.199048
325,13.03951103,36.31272657,2.018194629,447.1876443
326,10.99968366,38.44276669,4.243812817,505.2300683
327,13.27895623,37.38718053,4.626075292,557.2526867
328,10.62794923,38.04031367,3.002957023,422.3687366
329,13.18518117,35.92159519,1.823595183,445.0621855
330,11.35104901,37.08884658,4.078308002,442.0644138
331,12.95481145,37.10881638,3.689916615,533.0400602
332,11.73704064,37.93518905,2.190132185,424.2028271
333,11.8873453,35.86244708,3.206756698,498.6355985
334,10.75713093,36.59586795,1.977007128,330.594446
335,11.61265077,39.2488039,3.349245383,443.4418601
336,11.97906148,38.26906069,3.53286158,478.6009159
337,12.46114744,37.42899737,2.974736815,440.0027475
338,10.07946345,38.07066426,2.61816531,357.7831107
339,12.58924056,37.33224075,2.804013693,476.1392469
340,14.28801459,36.77386137,2.964497876,501.1224915
341,11.9171157,37.76668677,4.350887844,592.6884532
342,11.40964462,35.77778217,3.872432042,486.0834255
343,12.81539265,37.95780983,4.615426307,576.0252441
344,11.67322925,37.84065508,2.727209454,442.7228916
345,10.61053652,37.97738874,3.53712388,461.7909591
346,12.50654819,35.82346667,3.12650949,488.3875258
347,11.30446231,37.83397173,5.137816746,593.1564015
348,10.88692118,34.89782769,3.128638856,392.810345
349,12.09588949,36.37750903,3.178952405,443.197221
350,12.69266143,37.33359061,3.827375915,535.4807752
351,11.38677555,38.19748325,4.808320373,533.3965538
352,10.72841854,36.88119241,4.048510087,532.1274491
353,11.93689516,35.90025278,4.543332413,558.9481124
354,12.7179951,35.12882235,3.481062133,508.7719067
355,10.96980287,35.97457811,2.627624971,403.7669021
356,13.42054574,37.7636904,4.794312263,640.5840619
357,11.85468192,37.49189221,2.761861926,461.6282784
358,11.91885971,35.71626916,2.159676023,382.4161079
359,13.14966956,37.6504002,4.195614413,561.8746577
360,12.6853939,36.04898625,2.139403004,444.5761441
361,10.34787695,39.0451557,3.434559723,401.0331352
362,9.316289204,36.91495155,2.868428182,384.3260571
363,12.58154773,35.4442647,3.137068975,527.7829958
364,11.76444759,37.92270381,3.525806412,482.1449969
365,12.64420212,38.00182747,5.038107494,594.2744834
366,11.83211223,36.84149164,3.612239152,502.0925279
367,10.44123506,35.9389625,2.895075163,407.6571788
368,12.72971951,36.2321098,5.705940717,708.9351849
369,9.477777608,37.90601452,5.047022551,531.9615505
370,10.16317906,37.76304108,4.778973636,521.2407802
371,11.60899794,38.11045691,2.966558885,447.3690272
372,11.26825923,36.95696543,2.668919773,385.152338
373,11.16315954,37.08831936,3.620354589,430.5888826
374,10.1016322,38.04345265,4.238296188,418.6027421
375,12.76153128,36.90818962,2.479339823,478.9514048
376,12.05534016,37.68546549,3.506967574,483.7965221
377,11.93593497,35.78392374,3.310150347,538.9419745
378,12.45120001,36.66579137,3.535802468,486.1637991
379,12.28446707,38.29572526,1.13047696,385.0950071
380,12.78217179,35.55077227,3.228717686,527.7837898
381,12.96030713,37.95194632,3.345922321,547.1907494
382,9.953995006,37.34573893,3.215666827,410.6029439
383,13.13002166,35.42933439,3.790552137,583.977802
384,11.52056679,36.1891318,3.561215271,474.5323294
385,10.97255431,34.57402759,2.931619535,414.9350607
386,13.53191346,38.95246252,3.046540621,550.8133677
387,12.03950237,34.48718475,2.739200467,458.7811317
388,10.94206962,36.1704942,2.783963128,407.542168
389,12.66419262,37.02715036,4.330407444,581.3089329
390,11.73066139,36.88214908,3.416209978,546.5566669
391,11.91867031,37.31770495,3.336339382,503.1750852
392,11.51494907,37.1280395,4.662845304,549.1315733
393,12.4181132,36.1553362,3.222080767,482.8309859
394,13.88727541,38.38195597,3.772969025,557.6082621
395,12.84649907,37.86921694,3.42014953,484.8769649
396,10.88982828,35.56543624,6.115198946,669.9871405
397,12.91457009,36.04620352,3.488029991,547.7099886
398,11.56852664,38.91874854,4.082855279,537.8252823
399,11.97175079,37.19936753,2.829699575,408.2169018
400,13.07869244,37.32981863,5.405406467,663.0748176
401,11.95642648,36.51734612,3.45175071,506.3758668
402,13.25273709,37.30596142,2.935577274,528.4193297
403,13.09353728,38.31564796,4.750360071,632.1235881
404,12.52747174,36.68836654,3.531402303,488.270298
405,11.23596895,37.05261631,3.90447938,508.735741
406,12.07483017,35.56917032,2.39907979,411.1869636
407,12.04533198,38.50588333,2.847709026,409.0945262
408,11.23074331,36.99529017,3.781703565,467.8009244
409,11.9078441,35.18912244,4.349778419,512.1658664
410,13.05221039,38.7756653,4.574287716,608.2718166
411,13.00436201,36.98504142,4.620416385,589.0264898
412,11.52352268,35.93804523,3.0130325,444.0538266
413,10.31471792,36.7290294,4.791108745,493.1812614
414,12.43312853,37.6269068,4.334001444,532.7248055
415,10.74518855,38.79123469,1.428823877,275.9184207
416,11.01675564,37.63731096,4.137000388,511.0387861
417,12.21685469,36.9539597,2.910530822,438.417742
418,12.32914702,37.07437107,3.982462319,475.7250679
419,10.80696607,36.01231723,3.701229217,483.5431939
420,12.1351014,37.14209369,5.840505876,663.8036933
421,12.94155573,36.72527683,4.560396067,544.4092722
422,13.30029936,36.39368386,4.490002066,630.1567282
423,10.39845771,36.683393,3.859817999,461.1122484
424,11.88780042,37.86144726,3.046620189,491.9115051
425,11.5914397,36.45689841,4.652854446,574.4156896
426,13.27147504,37.23984661,4.02210291,530.7667187
427,12.9882206,39.67259096,3.969417759,581.7987977
428,14.03986726,37.02226899,3.738225173,556.2981412
429,11.90650776,38.42286529,3.3766875,502.1327892
430,11.1371403,38.40137369,4.595522709,556.1863689
431,12.90266489,36.61119878,2.223993458,475.0716299
432,12.38651626,35.63211222,4.288486771,486.9470538
433,11.82272175,36.30854529,2.117382542,434.144202
434,10.98576379,36.35250277,0.936497597,304.1355916
435,14.13289346,37.02347924,3.762070443,571.2160048
436,11.91221048,36.08964366,4.000963586,583.0796357
437,11.48158715,39.24096484,3.532517165,445.7498412
438,10.04731474,37.18144731,3.535088428,392.9922559
439,12.42873693,37.30536188,4.158214653,565.9943634
440,11.96598027,36.83153585,3.549036057,499.1401524
441,11.12136606,36.97937237,4.129254688,510.5394217
442,8.668349517,35.90675637,2.252445963,308.5277466
443,12.50421981,37.64583879,4.051382465,561.516532
444,12.13250911,35.45679815,3.072076141,423.4705332
445,11.73299146,35.63395395,4.331863027,513.1531119
446,11.94659088,36.48632507,3.937862643,529.1945189
447,12.55610762,37.80550943,0.26990109,314.4385183
448,12.48070152,37.68028761,3.27946626,478.584286
449,12.59419407,37.68387537,2.571777835,444.582165
450,10.94684194,37.64780806,3.826030618,475.0154071
451,11.48419869,36.83936583,2.402453833,436.7205559
452,11.12087087,36.80837606,4.027813842,521.1953105
453,10.97139243,37.72236711,3.629339915,478.1830597
454,11.58894858,36.32214092,3.189609942,432.4811686
455,10.70664152,35.7661535,3.393975043,438.3037078
456,11.07625934,34.7797505,2.57494847,388.9405488
457,12.95326254,37.03427958,3.47202138,534.7714849
458,10.5724666,36.86218335,4.198349061,537.9157529
459,11.65803681,37.42527868,2.086348147,407.8763782
460,13.59251266,36.83865679,3.605933918,618.8459704
461,11.37176736,35.26149812,4.03438613,502.7710746
462,11.23341495,37.21115258,2.32055025,397.4205841
463,10.29035077,36.92976156,3.491093337,392.2852442
464,14.12178384,38.40632901,5.320093864,689.2356998
465,12.41554196,37.67232248,3.130538462,543.1326263
466,10.77024892,34.64980005,4.985204971,577.7360249
467,12.66439052,36.36684325,1.726962043,436.5807403
468,12.66780888,37.48704925,3.701622287,553.9946736
469,13.97018107,36.67395274,1.785173945,427.3565308
470,11.50925345,36.59928909,3.02267576,424.7287739
471,11.40577045,36.37827101,4.041244969,541.049831
472,12.26371768,38.86023443,3.139526935,469.3831462
473,12.7107013,36.16646339,2.562818811,444.5455497
474,13.47157767,37.0716432,2.379076497,492.5568337
475,11.18680872,36.29889308,4.301996499,535.3216101
476,11.24681261,38.68258378,2.094761669,408.9583359
477,12.35763811,36.16604163,4.089330841,487.5554581
478,11.76432596,36.87502581,3.516051017,487.6462317
479,11.7618838,38.1265198,1.820810618,402.1671222
480,11.55030011,35.76932963,4.183143662,551.0230017
